tm,branch_id,ta,wd,ws,rn_day,rn_hr1,hm,si,ta_chi,heat_demand
2022081002,B,20.8,207.0,0.1,6.5,0.0,94.2,-99.0,23.8,31
2022081003,B,21.0,345.1,1.3,6.5,0.0,93.8,-99.0,23.9,26
2022081004,B,20.9,350.2,1.1,6.5,0.0,93.1,-99.0,23.7,26
2022081005,B,20.7,7.8,1.0,6.5,0.0,94.0,-99.0,23.5,28
2022081006,B,20.7,332.7,0.8,6.5,0.0,93.3,0.0,23.4,34
2022081007,B,21.1,18.8,0.6,6.5,0.0,90.5,0.03,23.7,68
2022081008,B,22.9,347.4,1.2,6.5,0.0,84.2,0.3,25.0,80
2022081009,B,23.4,220.9,0.9,6.5,0.0,79.9,0.7,26.0,86
2022081010,B,26.8,341.7,0.7,6.5,0.0,69.1,1.4,27.3,93
2022081011,B,27.7,163.5,1.4,6.5,0.0,64.1,2.69,28.6,81
2022081012,B,28.7,125.9,1.0,6.5,0.0,60.0,2.71,29.5,76
2022081013,B,29.1,198.9,1.3,6.5,0.0,60.0,2.7,30.4,75
2022081014,B,29.4,242.8,1.8,6.5,0.0,55.0,2.12,30.4,79
2022081015,B,30.5,229.9,3.0,6.5,0.0,59.8,1.83,30.5,81
2022081016,B,27.2,216.9,3.6,6.5,0.0,69.6,1.05,29.5,81
2022081017,B,26.0,230.0,3.1,6.5,0.0,73.9,0.33,28.5,75
2022081018,B,26.3,241.0,2.0,6.5,0.0,73.4,0.26,28.3,66
2022081019,B,25.5,219.3,2.0,6.5,0.0,76.3,0.1,27.7,70
2022081020,B,24.7,216.6,1.8,6.5,0.0,79.0,0.01,27.1,76
2022081021,B,24.5,222.0,1.0,6.5,0.0,81.5,-99.0,26.9,80
2022081022,B,24.3,214.8,1.5,6.5,0.0,80.8,-99.0,26.8,81
2022081023,B,23.4,217.0,1.7,6.5,0.0,91.3,-99.0,26.4,78
2022081100,B,22.9,232.4,1.1,8.0,1.5,94.8,-99.0,25.9,68
2022081101,B,23.1,348.6,0.3,0.0,0.0,92.9,-99.0,25.9,45
2022081102,B,22.4,340.8,1.3,2.5,2.5,93.8,-99.0,25.6,30
2022081103,B,22.4,24.1,1.4,8.0,5.5,94.7,-99.0,25.3,24
2022081104,B,22.0,349.3,1.7,11.0,3.0,95.1,-99.0,24.9,22
2022081105,B,21.8,327.9,1.1,12.5,1.5,95.5,-99.0,24.8,20
2022081106,B,22.0,323.5,0.1,12.5,0.0,95.4,0.0,24.9,32
2022081107,B,22.3,244.8,0.4,12.5,0.0,93.9,0.03,25.2,55
2022081108,B,22.5,230.4,0.8,12.5,0.0,94.9,0.07,25.7,82
2022081109,B,24.2,266.2,0.7,12.5,0.0,90.3,0.35,26.8,86
2022081110,B,24.1,206.3,1.7,12.5,0.0,87.4,0.49,27.0,95
2022081111,B,24.9,203.8,1.0,12.5,0.0,84.3,0.66,27.5,89
2022081112,B,25.3,219.4,1.5,12.5,0.0,79.8,0.96,27.8,87
2022081113,B,25.4,211.3,1.7,12.5,0.0,79.5,0.51,27.8,80
2022081114,B,27.1,209.5,3.0,12.5,0.0,73.1,1.48,29.1,88
2022081115,B,27.8,268.9,1.8,12.5,0.0,67.1,2.69,29.6,84
2022081116,B,27.7,238.4,2.6,12.5,0.0,69.9,0.77,29.6,76
2022081117,B,26.8,215.7,3.6,12.5,0.0,74.0,0.46,29.0,79
2022081118,B,26.4,216.2,1.7,12.5,0.0,72.5,0.2,28.7,75
2022081119,B,26.5,210.8,2.0,12.5,0.0,73.7,0.11,28.6,69
2022081120,B,24.8,217.1,1.6,12.5,0.0,80.4,0.03,27.4,86
2022081121,B,24.2,213.5,1.9,12.5,0.0,84.3,-99.0,26.6,84
2022081122,B,23.7,235.6,0.6,12.5,0.0,87.1,-99.0,26.2,74
2022081123,B,23.8,253.0,0.3,12.5,0.0,87.7,-99.0,26.2,76
2022081200,B,23.2,199.4,0.8,12.5,0.0,89.8,-99.0,25.5,58
2022081201,B,22.6,360.0,0.0,0.0,0.0,91.2,-99.0,25.0,47
2022081202,B,22.6,352.6,0.2,0.0,0.0,91.4,-99.0,25.0,33
2022081203,B,21.9,331.9,0.4,0.0,0.0,92.6,-99.0,24.6,26
2022081204,B,21.8,360.0,0.0,0.0,0.0,92.9,-99.0,24.2,25
2022081205,B,21.8,76.9,0.1,0.0,0.0,93.6,-99.0,24.0,28
2022081206,B,21.9,16.9,0.8,0.0,0.0,93.1,0.0,24.0,35
2022081207,B,22.9,82.6,0.5,0.0,0.0,90.3,0.16,24.8,63
2022081208,B,24.5,321.0,0.7,0.0,0.0,84.5,0.86,26.0,82
2022081209,B,26.6,352.0,1.3,0.0,0.0,76.0,1.07,27.4,85
2022081210,B,26.5,278.4,1.2,0.0,0.0,72.0,1.65,28.2,99
2022081211,B,29.1,309.4,1.2,0.0,0.0,60.1,2.14,29.6,86
2022081212,B,28.9,295.7,2.1,0.0,0.0,60.2,3.3,30.1,80
2022081213,B,30.6,60.1,1.2,0.0,0.0,49.1,3.4,31.1,81
2022081214,B,31.0,172.9,1.7,0.0,0.0,48.9,3.32,31.5,79
2022081215,B,32.8,308.5,1.7,0.0,0.0,42.2,3.04,32.1,84
2022081216,B,32.6,333.5,2.3,0.0,0.0,40.2,2.51,32.3,83
2022081217,B,32.3,294.0,2.3,0.0,0.0,45.3,1.88,32.0,82
2022081218,B,30.7,348.9,2.1,0.0,0.0,54.7,1.12,31.0,75
2022081219,B,28.6,301.0,2.6,0.0,0.0,61.3,0.37,29.5,75
2022081220,B,27.3,262.5,1.2,0.0,0.0,65.7,0.04,28.1,77
2022081221,B,26.7,350.2,0.2,0.0,0.0,68.7,-99.0,27.5,77
2022081222,B,25.5,54.4,0.9,0.0,0.0,76.1,-99.0,27.0,84
2022081223,B,24.9,88.3,0.7,0.0,0.0,74.3,-99.0,26.3,76
2022081300,B,23.5,331.3,0.4,0.0,0.0,82.8,-99.0,25.7,68
2022081301,B,23.8,97.4,0.7,0.0,0.0,80.4,-99.0,25.7,30
2022081302,B,23.8,68.1,0.3,0.0,0.0,81.4,-99.0,25.3,26
2022081303,B,23.9,106.3,0.3,0.0,0.0,80.4,-99.0,25.8,24
2022081304,B,23.8,81.2,0.3,0.0,0.0,81.8,-99.0,25.9,20
2022081305,B,23.8,52.8,0.5,0.0,0.0,82.8,-99.0,26.0,21
2022081306,B,23.8,203.0,0.9,0.0,0.0,83.8,0.0,26.0,21
2022081307,B,25.1,176.5,1.1,0.0,0.0,69.9,0.15,26.7,29
2022081308,B,25.6,187.2,1.5,0.0,0.0,69.6,0.34,27.4,36
2022081309,B,25.6,129.2,1.6,0.0,0.0,70.8,0.45,27.7,46
2022081310,B,25.4,266.4,0.8,0.0,0.0,64.8,0.33,27.2,72
2022081311,B,25.1,11.7,0.7,0.0,0.0,71.6,0.2,26.9,65
2022081312,B,23.9,82.2,0.7,1.5,1.5,80.0,0.12,26.3,57
2022081313,B,23.4,202.0,0.7,3.5,2.0,86.2,0.17,25.8,58
2022081314,B,23.5,131.7,2.5,4.0,0.5,88.0,0.23,26.4,56
2022081315,B,23.9,156.4,2.0,4.5,0.5,87.5,0.39,26.7,56
2022081316,B,25.0,82.9,0.8,4.5,0.0,85.4,0.33,27.5,48
2022081317,B,28.0,154.8,1.9,4.5,0.0,75.5,1.28,29.7,49
2022081318,B,26.4,222.4,2.5,4.5,0.0,78.6,0.97,28.9,45
2022081319,B,25.7,221.1,1.7,4.5,0.0,83.4,0.09,28.2,50
2022081320,B,25.4,293.1,0.5,4.5,0.0,87.5,0.01,27.9,48
2022081321,B,25.5,222.7,0.2,4.5,0.0,86.8,-99.0,27.7,49
2022081322,B,25.4,267.1,0.8,4.5,0.0,86.1,-99.0,27.6,53
2022081323,B,25.0,48.8,0.5,4.5,0.0,89.5,-99.0,27.5,48
2022081400,B,24.6,60.2,0.4,4.5,0.0,91.6,-99.0,27.4,43
2022081401,B,24.4,57.7,0.4,0.0,0.0,91.8,-99.0,27.2,37
2022081402,B,24.3,24.1,0.8,0.0,0.0,92.0,-99.0,27.0,27
2022081403,B,24.4,181.7,0.4,0.0,0.0,90.9,-99.0,26.8,24
2022081404,B,24.0,22.1,0.5,0.0,0.0,92.9,-99.0,26.4,24
2022081405,B,23.7,76.9,0.5,0.0,0.0,93.1,-99.0,26.1,19
2022081406,B,22.9,350.0,0.9,0.0,0.0,94.9,0.0,25.8,24
2022081407,B,23.1,41.7,0.7,0.0,0.0,95.6,0.14,26.0,34
2022081408,B,23.9,349.5,1.1,0.0,0.0,93.4,0.34,26.7,40
2022081409,B,25.2,10.5,0.7,0.0,0.0,89.2,0.54,27.6,60
2022081410,B,27.9,58.7,0.8,0.0,0.0,74.8,0.63,29.2,79
2022081411,B,28.3,352.9,0.7,0.0,0.0,73.5,2.51,30.7,79
2022081412,B,30.3,113.0,0.9,0.0,0.0,65.7,2.1,31.6,81
2022081413,B,31.3,219.4,2.0,0.0,0.0,63.0,2.15,32.5,74
2022081414,B,31.8,220.7,2.6,0.0,0.0,60.3,2.29,33.1,70
2022081415,B,31.4,220.6,2.0,0.0,0.0,58.1,1.52,32.5,67
2022081416,B,30.6,234.5,3.0,0.0,0.0,64.6,0.59,32.2,68
2022081417,B,29.5,215.5,2.6,0.0,0.0,70.2,0.78,31.5,61
2022081418,B,28.1,228.9,1.6,1.0,1.0,82.3,0.23,30.7,58
2022081419,B,27.8,191.7,2.9,1.0,0.0,82.3,0.12,30.4,67
2022081420,B,27.3,191.5,3.8,1.0,0.0,85.9,0.01,30.2,69
2022081421,B,27.3,167.5,3.9,1.0,0.0,86.8,-99.0,30.2,79
2022081422,B,27.2,177.5,3.4,1.0,0.0,84.8,-99.0,30.0,87
2022081423,B,27.2,171.9,3.1,1.0,0.0,84.1,-99.0,29.9,73
2022081500,B,27.1,179.6,3.1,1.0,0.0,83.6,-99.0,29.8,54
2022081501,B,27.0,177.7,5.0,0.0,0.0,83.0,-99.0,29.8,47
2022081502,B,26.9,180.6,2.5,0.0,0.0,83.4,-99.0,29.7,34
2022081503,B,26.9,181.8,3.9,0.0,0.0,83.3,-99.0,29.7,30
2022081504,B,27.0,188.5,4.6,0.0,0.0,83.2,-99.0,29.8,30
2022081505,B,27.1,-99.0,-99.0,0.0,0.0,82.0,-99.0,29.8,25
2022081506,B,27.2,197.5,6.0,0.0,0.0,81.1,0.0,29.9,30
2022081507,B,27.4,186.2,6.7,0.0,0.0,80.3,0.07,30.0,43
2022081508,B,27.5,196.4,7.5,0.0,0.0,80.2,0.11,30.2,50
2022081509,B,28.2,195.3,7.5,0.0,0.0,77.9,0.33,30.7,76
2022081510,B,28.5,202.4,7.8,0.0,0.0,76.3,0.54,31.0,100
2022081511,B,29.0,196.2,6.7,0.0,0.0,75.0,0.9,31.3,100
2022081512,B,29.3,197.4,8.5,0.0,0.0,73.1,1.15,31.7,102
2022081513,B,29.2,200.7,6.5,0.0,0.0,73.8,1.16,31.6,95
2022081514,B,29.3,199.6,7.5,0.0,0.0,74.4,0.93,31.7,90
2022081515,B,28.8,190.6,8.7,0.0,0.0,76.5,0.4,31.7,90
2022081516,B,28.5,193.1,8.3,0.0,0.0,78.3,0.35,31.3,90
2022081517,B,28.3,202.6,7.1,0.0,0.0,80.0,0.24,31.0,82
2022081518,B,28.3,211.2,9.2,0.0,0.0,79.8,0.07,30.8,78
2022081519,B,26.8,220.2,8.3,1.0,1.0,90.3,0.03,29.8,88
2022081520,B,26.7,219.0,4.3,1.0,0.0,90.6,0.0,29.8,92
2022081521,B,26.7,217.1,4.1,1.0,0.0,88.7,-99.0,29.7,101
2022081522,B,26.3,-99.0,-99.0,1.0,0.0,88.6,-99.0,29.4,111
2022081523,B,26.1,235.0,3.4,1.0,0.0,89.3,-99.0,29.1,94
2022081600,B,25.6,228.1,2.8,1.0,0.0,86.9,-99.0,28.6,71
2022081601,B,25.4,228.5,3.3,0.0,0.0,86.3,-99.0,28.3,33
2022081602,B,25.2,263.5,2.2,0.0,0.0,86.7,-99.0,27.9,28
2022081603,B,24.7,233.8,2.4,0.0,0.0,87.0,-99.0,27.5,23
2022081604,B,24.4,231.1,3.4,0.0,0.0,87.3,-99.0,27.3,26
2022081605,B,24.0,225.6,1.7,0.0,0.0,88.7,-99.0,26.9,23
2022081606,B,23.6,241.8,1.6,0.0,0.0,88.4,0.0,26.0,30
2022081607,B,23.6,215.8,1.5,0.0,0.0,83.9,0.11,26.0,58
2022081608,B,24.2,245.5,2.0,0.0,0.0,78.6,0.56,26.5,78
2022081609,B,25.7,309.3,2.7,0.0,0.0,68.3,1.05,27.3,86
2022081610,B,26.6,302.9,2.0,0.0,0.0,64.6,2.09,28.0,86
2022081611,B,27.7,268.8,1.6,0.0,0.0,59.4,2.3,28.7,81
2022081612,B,28.8,195.2,1.9,0.0,0.0,58.3,3.06,29.7,81
2022081613,B,28.6,295.4,2.6,0.0,0.0,57.8,3.14,30.2,83
2022081614,B,30.1,269.2,2.8,0.0,0.0,54.3,2.74,30.6,81
2022081615,B,29.6,241.3,3.2,0.0,0.0,57.6,2.52,30.7,86
2022081616,B,30.8,241.9,2.3,0.0,0.0,55.6,2.31,30.8,87
2022081617,B,29.9,231.6,2.4,0.0,0.0,58.3,1.89,30.5,88
2022081618,B,29.4,224.7,1.8,0.0,0.0,57.8,1.17,30.2,83
2022081619,B,27.4,219.0,2.3,0.0,0.0,65.7,0.38,28.8,86
2022081620,B,25.8,225.5,1.9,0.0,0.0,75.4,0.02,27.6,95
2022081621,B,25.0,204.4,1.2,0.0,0.0,79.6,-99.0,26.8,100
2022081622,B,24.4,209.9,1.1,0.0,0.0,82.5,-99.0,26.2,96
2022081623,B,23.9,359.3,0.2,0.0,0.0,84.3,-99.0,25.7,81
2022081700,B,23.6,19.1,0.4,0.0,0.0,86.4,-99.0,25.4,67
2022081701,B,23.0,84.4,0.4,0.0,0.0,86.1,-99.0,25.0,47
2022081702,B,22.8,74.5,0.4,0.0,0.0,87.3,-99.0,24.7,33
2022081703,B,22.4,16.0,0.2,0.0,0.0,87.8,-99.0,24.3,28
2022081704,B,22.1,41.1,0.4,0.0,0.0,88.6,-99.0,24.1,28
2022081705,B,21.6,13.9,0.7,0.0,0.0,89.7,-99.0,23.9,26
2022081706,B,21.9,77.9,0.2,0.0,0.0,89.1,0.0,23.8,32
2022081707,B,22.7,1.0,0.7,0.0,0.0,86.2,0.21,24.7,56
2022081708,B,24.8,1.8,0.6,0.0,0.0,81.3,0.74,26.5,66
2022081709,B,26.7,318.6,0.7,0.0,0.0,70.7,1.17,28.1,81
2022081710,B,27.2,224.2,1.6,0.0,0.0,67.5,0.67,28.8,99
2022081711,B,28.4,296.5,1.1,0.0,0.0,62.6,1.38,29.8,95
2022081712,B,29.0,102.6,1.5,0.0,0.0,60.7,2.5,30.2,93
2022081713,B,30.4,138.3,2.0,0.0,0.0,55.3,2.82,31.0,92
2022081714,B,29.4,216.1,2.3,0.0,0.0,58.7,2.71,30.7,88
2022081715,B,29.4,252.1,4.1,0.0,0.0,60.8,0.67,30.6,89
2022081716,B,30.2,260.0,3.3,0.0,0.0,56.2,1.44,30.6,88
2022081717,B,29.0,248.6,3.6,0.0,0.0,59.6,1.72,30.0,80
2022081718,B,28.8,286.6,3.3,0.0,0.0,57.0,0.8,29.5,73
2022081719,B,27.2,318.1,1.9,0.0,0.0,64.5,0.25,28.3,81
2022081720,B,26.0,78.2,1.1,0.0,0.0,66.8,0.02,27.1,87
2022081721,B,24.8,81.9,0.8,0.0,0.0,73.7,-99.0,26.4,94
2022081722,B,24.0,1.7,0.5,0.0,0.0,80.8,-99.0,25.8,100
2022081723,B,24.0,206.6,0.8,0.0,0.0,80.4,-99.0,25.4,90
2022081800,B,24.0,-99.0,-99.0,0.0,0.0,81.4,-99.0,25.3,76
2022081801,B,23.2,95.6,0.3,0.0,0.0,82.5,-99.0,24.7,31
2022081802,B,23.4,89.7,0.5,0.0,0.0,80.6,-99.0,24.8,24
2022081803,B,22.4,104.1,0.6,0.0,0.0,83.6,-99.0,24.6,19
2022081804,B,22.3,106.8,0.5,0.0,0.0,84.9,-99.0,24.3,22
2022081805,B,22.4,156.1,0.3,0.0,0.0,84.1,-99.0,24.3,24
2022081806,B,22.2,136.9,0.4,0.0,0.0,85.4,0.0,24.1,27
2022081807,B,22.8,90.6,0.3,0.0,0.0,82.5,0.17,24.5,51
2022081808,B,24.7,158.5,1.4,0.0,0.0,78.1,0.57,26.3,69
2022081809,B,26.0,172.4,1.6,0.0,0.0,71.8,0.7,27.9,74
2022081810,B,26.9,236.3,1.9,0.0,0.0,66.9,0.67,28.5,75
2022081811,B,27.3,213.5,2.1,0.0,0.0,58.5,0.93,28.8,78
2022081812,B,29.7,155.7,1.7,0.0,0.0,53.3,2.22,30.0,78
2022081813,B,30.9,243.7,1.7,0.0,0.0,49.9,1.22,30.7,83
2022081814,B,30.2,242.1,3.6,0.0,0.0,54.4,2.54,30.7,81
2022081815,B,28.3,271.3,4.4,0.0,0.0,62.7,1.5,29.6,79
2022081816,B,27.3,268.6,4.5,0.0,0.0,66.2,0.79,29.2,78
2022081817,B,27.6,276.2,2.6,0.0,0.0,62.6,0.59,29.0,78
2022081818,B,27.4,278.6,2.1,0.0,0.0,63.7,0.47,28.4,75
2022081819,B,26.2,232.0,1.7,0.0,0.0,67.3,0.19,27.8,80
2022081820,B,25.9,234.6,1.1,0.0,0.0,67.1,0.01,27.2,82
2022081821,B,25.2,236.3,0.6,0.0,0.0,72.3,-99.0,26.7,79
2022081822,B,24.5,271.5,0.8,0.0,0.0,76.3,-99.0,26.3,80
2022081823,B,24.3,262.1,0.1,0.0,0.0,74.3,-99.0,25.8,80
2022081900,B,23.7,272.0,0.1,0.0,0.0,81.3,-99.0,25.3,63
2022081901,B,23.2,67.9,0.3,0.0,0.0,84.0,-99.0,25.0,41
2022081902,B,23.3,70.3,0.2,0.0,0.0,83.5,-99.0,25.0,34
2022081903,B,22.9,97.2,0.7,0.0,0.0,83.5,-99.0,25.1,23
2022081904,B,22.9,88.6,0.8,0.0,0.0,83.6,-99.0,24.9,24
2022081905,B,23.4,107.1,0.7,0.0,0.0,81.8,-99.0,25.2,23
2022081906,B,23.8,130.3,1.3,0.0,0.0,79.3,0.0,25.5,35
2022081907,B,24.2,172.5,1.2,0.0,0.0,78.1,0.14,26.2,61
2022081908,B,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.41,27.0,80
2022081909,B,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.97,27.7,85
2022081910,B,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.38,28.1,93
2022081911,B,26.4,184.1,3.2,0.0,-99.0,67.8,0.92,28.2,83
2022081912,B,26.4,190.1,3.3,0.0,0.0,71.8,0.64,28.4,80
2022081913,B,26.2,134.1,2.7,0.0,0.0,75.4,0.4,28.6,84
2022081914,B,26.7,157.2,3.9,0.0,0.0,76.5,0.44,29.1,76
2022081915,B,26.5,158.9,3.8,0.0,0.0,82.2,0.12,28.9,76
2022081916,B,25.4,188.6,2.9,31.0,31.0,94.2,0.05,28.5,75
2022081917,B,26.0,225.2,3.6,46.0,15.0,94.8,0.04,29.0,78
2022081918,B,26.3,225.9,5.7,46.0,0.0,91.3,0.02,29.5,72
2022081919,B,26.7,222.1,4.3,46.0,0.0,90.3,0.02,29.7,74
2022081920,B,26.5,221.4,3.0,46.0,0.0,91.7,0.01,29.7,87
2022081921,B,26.7,209.8,3.7,46.0,0.0,91.6,-99.0,29.8,89
2022081922,B,26.7,246.2,2.7,46.0,0.0,92.1,-99.0,29.8,93
2022081923,B,26.5,231.8,3.8,46.5,0.5,92.8,-99.0,29.7,74
2022082000,B,26.2,231.9,3.0,46.5,0.0,92.3,-99.0,29.4,69
2022082001,B,25.9,223.9,1.2,0.0,0.0,93.6,-99.0,29.1,33
2022082002,B,25.7,237.2,2.0,0.0,0.0,93.8,-99.0,28.7,27
2022082003,B,25.5,243.6,1.2,0.0,0.0,93.8,-99.0,28.6,25
2022082004,B,25.4,229.2,1.3,0.0,0.0,94.2,-99.0,28.6,22
2022082005,B,25.3,240.1,2.0,0.0,0.0,94.0,-99.0,28.5,24
2022082006,B,25.1,296.7,1.9,0.0,0.0,92.9,0.0,28.1,24
2022082007,B,25.2,315.3,2.4,0.0,0.0,87.8,0.14,27.6,31
2022082008,B,25.2,339.6,1.8,0.0,0.0,83.6,0.59,27.8,39
2022082009,B,26.0,357.3,1.0,0.0,0.0,81.0,1.5,28.6,49
2022082010,B,28.1,231.0,2.1,0.0,0.0,72.6,1.85,29.8,78
2022082011,B,29.2,239.4,2.4,0.0,0.0,69.2,1.83,30.7,72
2022082012,B,29.1,282.6,1.9,0.0,0.0,64.6,2.93,31.0,63
2022082013,B,30.8,280.4,3.1,0.0,0.0,61.9,3.45,31.6,64
2022082014,B,31.4,229.7,2.6,0.0,0.0,60.4,3.5,32.6,64
2022082015,B,31.7,253.1,3.0,0.0,0.0,57.1,2.75,32.6,63
2022082016,B,31.6,287.7,2.6,0.0,0.0,58.7,2.13,32.8,56
2022082017,B,31.1,280.9,3.3,0.0,0.0,59.7,1.7,32.4,55
2022082018,B,30.5,296.0,3.0,0.0,0.0,62.4,0.9,31.9,49
2022082019,B,29.1,336.0,2.5,0.0,0.0,68.0,0.37,30.8,56
2022082020,B,27.8,316.6,2.2,0.0,0.0,72.6,0.01,29.6,54
2022082021,B,27.3,14.4,1.0,0.0,0.0,76.3,-99.0,28.8,55
2022082022,B,26.8,5.6,0.7,0.0,0.0,79.2,-99.0,28.3,59
2022082023,B,26.0,13.6,0.6,0.0,0.0,84.0,-99.0,27.9,52
2022082100,B,25.5,83.3,0.1,0.0,0.0,87.1,-99.0,27.5,47
2022082101,B,25.2,56.8,0.1,0.0,0.0,88.0,-99.0,27.3,37
2022082102,B,24.3,269.3,0.4,0.0,0.0,90.4,-99.0,27.0,27
2022082103,B,24.5,105.2,0.4,0.0,0.0,90.0,-99.0,26.7,24
2022082104,B,24.2,51.1,0.2,0.0,0.0,90.9,-99.0,26.6,24
2022082105,B,24.1,78.4,0.3,0.0,0.0,91.5,-99.0,26.5,19
2022082106,B,23.8,34.4,0.2,0.0,0.0,92.2,0.0,26.2,24
2022082107,B,24.6,23.1,0.9,0.0,0.0,90.7,0.14,26.7,33
2022082108,B,26.4,337.9,0.5,0.0,0.0,80.6,0.51,28.1,39
2022082109,B,27.1,94.8,1.8,0.0,0.0,71.7,0.53,29.5,60
2022082110,B,28.6,125.1,1.0,0.0,0.0,67.6,0.96,30.5,81
2022082111,B,31.1,95.5,1.3,0.0,0.0,60.3,1.95,31.4,81
2022082112,B,30.3,181.3,1.7,0.0,0.0,59.9,2.59,31.5,83
2022082113,B,32.1,212.2,1.4,0.0,0.0,52.9,1.65,32.7,77
2022082114,B,30.9,318.4,2.0,0.0,0.0,58.5,1.96,32.2,70
2022082115,B,30.8,340.0,1.9,0.0,0.0,60.0,1.41,32.4,68
2022082116,B,31.4,248.4,3.0,0.0,0.0,58.9,1.52,32.3,68
2022082117,B,31.6,230.4,3.8,0.0,0.0,58.1,1.85,32.1,61
2022082118,B,30.3,258.9,2.1,0.0,0.0,58.7,1.02,31.6,58
2022082119,B,29.2,333.5,1.7,0.0,0.0,67.6,0.27,30.6,67
2022082120,B,27.7,307.3,1.2,0.0,0.0,75.5,0.01,29.5,69
2022082121,B,27.4,339.3,0.6,0.0,0.0,78.2,-99.0,28.9,80
2022082122,B,26.6,117.9,0.2,0.0,0.0,80.7,-99.0,28.3,88
2022082123,B,25.9,344.7,0.4,0.0,0.0,84.2,-99.0,27.8,75
2022082200,B,25.6,360.0,0.0,0.0,0.0,86.4,-99.0,27.5,55
2022082201,B,25.2,56.5,0.4,0.0,0.0,86.7,-99.0,27.1,41
2022082202,B,24.3,348.6,0.1,0.0,0.0,88.6,-99.0,26.6,33
2022082203,B,24.2,117.9,0.1,0.0,0.0,89.4,-99.0,26.3,28
2022082204,B,24.2,37.5,0.2,0.0,0.0,88.8,-99.0,26.3,31
2022082205,B,24.2,105.4,0.4,0.0,0.0,88.3,-99.0,26.2,28
2022082206,B,24.6,114.2,1.1,0.0,0.0,86.4,0.0,26.5,36
2022082207,B,25.3,152.2,1.2,0.0,0.0,84.8,0.07,27.3,69
2022082208,B,26.0,186.0,1.7,0.0,0.0,83.7,0.36,28.2,90
2022082209,B,26.8,130.5,1.8,0.0,0.0,77.8,0.48,29.3,100
2022082210,B,28.0,212.2,2.5,0.0,0.0,71.4,1.04,30.1,102
2022082211,B,29.2,209.8,3.6,0.0,0.0,64.5,1.72,30.5,94
2022082212,B,29.2,219.3,2.8,0.0,0.0,64.0,1.46,30.6,94
2022082213,B,29.5,237.2,3.4,0.0,0.0,60.5,1.45,31.1,98
2022082214,B,30.1,224.5,4.4,0.0,0.0,56.4,1.96,30.7,92
2022082215,B,28.4,235.1,4.0,0.0,0.0,61.2,0.87,29.7,93
2022082216,B,28.5,261.2,3.3,0.0,0.0,59.5,0.96,29.8,91
2022082217,B,28.3,248.1,2.6,0.0,0.0,63.5,0.9,29.5,98
2022082218,B,27.4,216.8,3.0,0.0,0.0,66.9,0.32,29.0,92
2022082219,B,26.9,208.3,2.0,0.0,0.0,70.5,0.12,28.7,95
2022082220,B,26.4,236.7,2.1,0.0,0.0,73.3,0.0,28.5,107
2022082221,B,26.0,204.5,1.3,0.0,0.0,78.6,-99.0,28.2,112
2022082222,B,22.8,233.0,3.4,0.5,0.5,73.9,-99.0,25.2,107
2022082223,B,21.5,56.0,0.9,1.0,0.5,85.6,-99.0,23.9,96
2022082300,B,21.9,113.2,0.5,1.0,0.0,85.0,-99.0,24.2,73
2022082301,B,22.2,90.5,0.4,0.0,0.0,85.9,-99.0,24.5,38
2022082302,B,22.1,77.1,0.6,0.0,0.0,86.1,-99.0,24.5,31
2022082303,B,22.6,64.9,0.6,0.0,0.0,85.1,-99.0,24.8,29
2022082304,B,21.3,1.4,1.8,0.5,0.5,92.5,-99.0,24.2,29
2022082305,B,21.6,67.1,0.6,1.5,1.0,94.0,-99.0,24.3,27
2022082306,B,21.7,356.1,0.3,2.0,0.5,94.0,0.0,24.5,34
2022082307,B,21.9,238.6,0.3,2.5,0.5,93.8,0.02,24.8,57
2022082308,B,22.6,16.0,1.0,2.5,0.0,92.5,0.22,25.4,65
2022082309,B,24.1,359.0,2.0,2.5,0.0,83.8,0.59,26.3,80
2022082310,B,24.6,18.7,1.3,2.5,0.0,77.5,0.93,27.0,80
2022082311,B,27.1,7.5,1.4,2.5,0.0,69.7,1.33,28.4,79
2022082312,B,29.0,315.3,2.9,2.5,0.0,61.6,2.74,29.3,80
2022082313,B,29.0,325.1,3.5,2.5,0.0,54.9,3.2,29.8,82
2022082314,B,29.8,316.4,3.6,2.5,0.0,52.0,2.87,30.0,84
2022082315,B,29.7,308.3,2.9,2.5,0.0,53.3,2.98,30.2,87
2022082316,B,29.2,303.5,3.9,2.5,0.0,54.9,2.38,30.0,85
2022082317,B,29.5,336.9,2.9,2.5,0.0,50.7,1.72,29.6,82
2022082318,B,28.7,312.4,3.7,2.5,0.0,52.8,1.04,28.7,75
2022082319,B,26.4,329.6,3.7,2.5,0.0,54.6,0.39,26.9,78
2022082320,B,24.7,341.7,1.9,2.5,0.0,60.4,0.01,25.2,84
2022082321,B,23.6,358.2,2.1,2.5,0.0,63.2,-99.0,24.5,94
2022082322,B,23.0,10.0,1.5,2.5,0.0,61.5,-99.0,23.7,94
2022082323,B,22.7,24.7,1.0,2.5,0.0,62.5,-99.0,23.1,80
2022082400,B,21.9,357.7,1.4,2.5,0.0,69.4,-99.0,22.9,65
2022082401,B,21.0,59.6,0.7,0.0,0.0,76.1,-99.0,23.1,35
